algorithm,seed,generation_time_ms,is_connected,path_length,floor_count,wall_count,floor_ratio,room_count,largest_room_area,used_fixed_start_end_rooms,keep_only_reachable_area_from_start,run_index,png_path
CellularAutomata,12345,66.618,true,54,410,3686,0.10009765625,0,0,false,true,0,res://output/png/CellularAutomata/run_000_seed_12345.png
CellularAutomata,12345,65.789,true,54,410,3686,0.10009765625,0,0,false,true,0,res://output/png/CellularAutomata/run_000_seed_12345.png
CellularAutomata,12345,66.266,false,-1,1606,2490,0.39208984375,0,0,false,false,0,res://output/png/CellularAutomata/run_000_seed_12345.png
CellularAutomata,2526403258,66.135,false,-1,1501,2595,0.366455078125,0,0,false,false,0,res://output/png/CellularAutomata/run_000_seed_2526403258.png
CellularAutomata,603508124,60.944,true,118,2989,1107,0.729736328125,0,0,false,false,0,res://output/png/CellularAutomata/run_000_seed_603508124.png
CellularAutomata,2065192472,66.053,false,-1,1592,2504,0.388671875,0,0,false,false,0,res://output/png/CellularAutomata/run_000_seed_2065192472.png
CellularAutomata,76425968,79.88,true,128,1842,2254,0.44970703125,0,0,false,true,0,res://output/png/CellularAutomata/run_000_seed_76425968.png
CellularAutomata,663431143,49.834,false,-1,1515,2581,0.369873046875,0,0,false,false,0,res://output/png/CellularAutomata/run_000_seed_663431143.png
CellularAutomata,2169440067,65.31,false,-1,1418,2678,0.34619140625,0,0,false,false,0,res://output/png/CellularAutomata/run_000_seed_2169440067.png
CellularAutomata,1822065619,60.14,false,-1,1543,2553,0.376708984375,0,0,true,false,0,res://output/png/CellularAutomata/run_000_seed_1822065619.png
CellularAutomata,956902129,65.072,false,-1,44,4052,0.0107421875,0,0,true,true,0,res://output/png/CellularAutomata/run_000_seed_956902129.png
CellularAutomata,235802025,64.749,false,-1,18,4078,0.00439453125,0,0,true,true,0,res://output/png/CellularAutomata/run_000_seed_235802025.png
CellularAutomata,4193189784,62.621,false,-1,18,4078,0.00439453125,0,0,true,true,0,res://output/png/CellularAutomata/run_000_seed_4193189784.png
CellularAutomata,448568506,72.171,false,-1,1403,2693,0.342529296875,0,0,true,true,0,res://output/png/CellularAutomata/run_000_seed_448568506.png
CellularAutomata,675345886,63.653,true,30,244,3852,0.0595703125,0,0,false,true,0,res://output/png/CellularAutomata/run_000_seed_675345886.png
